title,author,poem
솔개그늘.,장수남,"멈출 수 없는 시간이 잠시 쉬어가는 그곳. 
홍해 바다 불타는 사막 나는 그곳에 몸과 마음을 검게 태우고
지구를 오십 바퀴나 돌고 더 돌아 오렌지빛 배 한 척에 술병 
가득히 싣고 이곳 대학가 종점. 사십 평 지하 바다에 세시 방향
닻을 내리고 아내와 나는 솔개그늘 이란 학사주점 간판을 걸었다.

짙은 커튼 사이로 호프 하얀 거품이 찰랑찰랑 메추리 알이 
이리 뒹굴 저리 뒹굴 손에 잡힐 듯 쟁반 안에 갇혀 몸 사린다.
적막한 분위기가 스피카에선 어느 날 갑자기 워워워워
코요테의 높은 음색이 어느덧 시간 이동 짜깁기에 바쁘다.
칠 번 탁자엔 오백 시시 호프 두 잔이 찰찰 넘치도록 꿀맛이다.
젊은 데이트족 한 쌍이 세상 즐거워라. 침침한 조명등 내려놓고
붉은 입술 발갛게 부딪친다. 그들은 오늘 밤 마지막 밤이었을까.
시끌시끌 조용조용 꼬마 조명등이 눈살 찌푸린다..

기다려지는 사람은 많아도 찾아오는 사람은 적었다.
자정쯤 지났을까 검은 복 차림 일행이 불쑥 문을 연다. 당신은 
불법 영업 미성년자 아르바이트 채용 인연일까. 악연일까. 
심야 단속반이었다. 내가 왜 난 할 말을 잃었다. 두 눈 
부릅뜨면 험악한 허공 술병 꼬꾸라진다..
허공은 빈 잔 속에 갇혀 사경을 헤매고 우리는 자정을 넘나들며. 
꿈속의 하늘 별들을 헤아리고 있었다. 깊은 하늘은 오아시스  
꿈속에 갇혀. 항해하는 자정은 좌초되어 늪에 빠져들고 있었다. 
비운만큼 채워진 형체도 모르는 악령들 사방에서 비바람 
몰고 온다. 수줍음을 알고 배고픔도 알았다. 삐걱거리는 발걸음 
아침 태양이 우릴 반갑게 맞이할까.

세상 끝자락 새벽 세 시 지친 지하 바다 숲 
조명등 갈색 웃음이 시간을 재촉한다. 등댓불은 꺼지고 
난파선은 방향을 잃어가고 있다. 학사주점 꼬마 등이 끔벅끔벅 
반 졸음 하고 알 수 없는 말투로 지껄인다. 아르바이트 내일 
온다는 약속이 없단다. 어둠 넘어질 땐. 우윳빛 솔개 간판등이 
내려진다. 당신과나는 투정 대며 세 시 방향키 잡고 꼭 만나고 
꼭 찾아야 한다고 말만 던진다.."
봄의 미학美學,김덕성,"춘설이 내린다
간밤에 남몰래 눈 내려 설국 이루고
곱게 눈꽃을 피어 놓은 아침

세상이 너무 아름답다
봄은 색과 빛의 변화로 다가와 보이며
미의 창조의 역사를 화려하게 꾸며
찬란하게 새봄을 열어 놓는다

봄은 화려한 꽃들로 시작한다
겨우내 산고를 겪은 꽃들이 해산하여
색깔과 향으로 피어나는 꽃들의
빛의 세계가 열린 봄의 향연

봄의 서곡이 울리는데
매화 산수유 목련 진달래꽃 피어나는
화려한 봄에 열리는 생명의 꽃잔치
창조주께서 창조하신 봄의 미학
신께 감사하며 즐기면 어떠리"
앙코르 와트,김윤자,"연꽃 봉오리 첨탑들이 하늘 우러러
죽은 왕이 신이 되어 내려오는 길을 밝히고 있다.
네모로 내려온다 하여 네모로 앉은 사원
장대한 폭과 넓이, 우람한 높이까지
불심은 거대한 돌덩이로 켜켜이 다져 오르며
천지창조의 현상계에서 신의 세계까지
완벽한 우주, 인간과 신의 합일을 완성했다.
힌두교의 끊기지 않는 순환 고리다.
초인의 힘, 초인의 예술로 피워 올린
눈물의 꽃, 피의 꽃은
천년의 세월을 늙지 않고, 무너지지 않고
신의 잔치, 건축물의 잔치, 역사의 잔치 속으로
수많은 세계인을 초대한다.
신의 세계, 높은 방에는 우주를 다스리는 신이 사는데
그곳까지 오르는 길은 시간이 미끄러지는
가파른 계단을 네발로 기어서 올라야 한다.
죽음이 보이는 오름 후에야 신의 창문에서
인도를 향해, 서역 히말라야의 정기를 받는다.
신과 인간이 만나는 장엄한 체험이다.
 

서울시정일보 2015년 2월 23일자 게재"
한반도,김윤자,"어찌 보면
사나운 침묵을 높이 치켜든
멧돼지 같기도 하고

또 다시
눈을 크게 뜨고 보면
여린 발가락 움켜쥐고 승천하는
용 같기도 하고

대륙에 매달려 사는 강인한 힘
가슴으로 바라보면
세찬 태풍을 끈질기게 꺾어버리는
모과 같기도 하고

  김윤자 시집 푸른 새벽 서정"
얼음옷,김윤자,"누가 널더러
왜 그리 차가우냐고 묻거든
삼월에 눈 뜬
매화꽃처럼 그냥 웃거라
왜 그리 두터우냐고 물을 때도
말없이 드러누운
고산의 산그르메처럼 그냥 웃거라

하얀 침묵으로
죽음처럼 고요해도
너는 겨울의 어머니인 것을
너를 덮고 누운 대지가
너로 인해 허문 등성이를 메운 산하가
너의 따슨 품에서 새근거리며
우주를 꿈꾸고 있는 것을

그 자리에 다 놓고
빈 걸음으로 떠날지라도
가슴을 울리던 생명의 박동소리
그 한줄기 행복에 그냥 웃거라

 
  김윤자 시집 푸른 새벽 서정"
한 송이- 꽃,최영희,"너와 나
우리,
한 송이 꽃으로 
세상에 왔다면
꽃으로
꽃으로 피어야 한다

큰 꽃 작은 꽃
하얀 꽃 노란 꽃 붉은 꽃
어떤 꽃이라도 좋다

우리
꽃으로 왔다면
한 번은 피어야 한다

꽃은 
꽃으로 필 때
가장 아름답다."
"나의, 시(詩)",최영희,"나의, 그리움의 시는 그때부터였나 보다 울 엄마 아들딸 6남매 중
넷째 딸 겨우 하나 건지시고 귀하다 귀하다 얼러 얼러 키우시다 7살을
못 키우고 하늘나라 가셨을 적 하늘도 울고 땅도 울고,,, 밤이면 별을
세며 부르던 엄마 엄마 슬픈 노래 세상은 넓고,,, 고향의 산과 들
그리고, 길가에 피어난 풀꽃들의 미소에서 천애의 사랑 가슴에
담았다

슬픔 속,
외로운 나는
엄마가 되고
할머니 되고,
아, 끝없는 그리움은
시가 되고
노래가 되고."
말,이재봉,"사랑해 라고 하는 순간
그 말이 제대로 전달되지 못하면 
어떡하지 하면서 초조할 때가 있다

말은 생각이나 느낌을 주고받는 
소리에 불과할 뿐
한 가지 의미에 고정되어 있지 않다

먼지에 의해서 굴절되는가 하면 
바람에 의해서 왜곡되고
기분에 따라 휘어지기도 한다

사랑해 라고 말하는 순간
사랑은 사라지고 소리만 남는다"
말,이재봉,"사랑해 라고 하는 순간
그 말이 제대로 전달되지 못하면 
어떡하지 하면서 초조할 때가 있다

말은 생각이나 느낌을 주고받는 
소리에 불과할 뿐
한 가지 의미에 고정되어 있지 않다

먼지에 의해서 굴절되는가 하면 
바람에 의해서 왜곡되고
기분에 따라 휘어지기도 한다

사랑해 라고 말하는 순간
사랑은 사라지고 소리만 남는다"
봄비,신형식,"살며시 다가와 
무조건 손부터 내미시는 당신

뜨거운 눈물로 풀어내는 
그 깊숙한 곳으로 부터의 이야기를 
새파란 귀 쫑긋 내밀어 듣고 있노라면 
인정할 것은 인정하자고 
, 저만치서 내리고 

녹아내리는 건지 
젖어드는 건지 마냥 궁금해
촉촉한 그대의 손목 잡고 
어설픈 진맥을 하노라면 
톡, 톡 내게로 떨어져 내리는 당신

모든 것 알고 있었다는 듯 
그대는 벌써 내 혈에 
시침을 하고 계시는군요"
아버지의 체온,김덕성,"그해 2월 오늘이었다
음지엔 잔설은 그대로 남아 있고
눈이 올 듯 음산한 날씨
천지가 무너지는 슬픔에 잠긴
우리네 사형제만 남겨놓고
아버진 홀연히 떠나셨다

사형제를 이끌고 
땡전 한 푼 없이 서울로 올라와
장사로 고생고생하면서도
사형제를 돌보시며
눈물나게 외로운 타향살이로
고달파 하셨던 아버지

지금 그 따뜻한 그 체온은
이 하늘 아래서는 느낄 수 없는
서러운 눈물로 휩싸인
텅 빈 공간뿐인데
정녕 잊을 수 없는 지난날 추억
해마다 쌓이는 그리움 속으로
깊이 가슴에 묻어 들 뿐"
뭉클,홍수희,"초록초록한 화분 하나 들였더니
밤새 꽃망울을 맺고 있었네

아주아주 작은 화분 하나 들였더니
내가 잠든 사이
꽃망울을 힘겹게 밀어 올리고 있었네

정말정말 소박한 화분 하나 들였더니
내가 곤히곤히 잠든 사이 
기어이 손톱만 한 꽃을 피워올렸네

놀랍지 않은가 내 영혼이여,
내가 깊이깊이 잠든 사이
누군가 나를 위해 꽃을 피워올렸네"
매화꽃 필적에,靑山 손병흥,"고독과 그리움이 쓸쓸함으로
묻어나는 설중매

한겨울 추위 속 피어나는
한송이 매화 아련함

세찬 바람 빗줄기에 젖고서도
눈처럼 해맑은 모습

밤새내린 하얀 눈밭에
가장 먼저 발자국을 남기고픈

온통 치갑게 스며드는 한기마저
멋진 풍경이 되어버린

점차 속삭이는 봄기운이 조금씩
완연해 지는 나날들

스치는 바람결에 전해지던 설렘
맑은향기 고운 꽃 망울

따스해진 양지 녘 햇살에 꽃잎먼저
피워내는 봄 꽃

꽃 중의 꽃 흰 꽃이 흰매화
붉은 꽃 피우는 홍매화

   

   

    
  

     
    

          
   

       
      

     
    

  ,"
인생 사랑의 미美,김덕성,"끊임없이 흐르는 세월
부서지는 허심일랑 맑게 버리고
아우르며 살아 온 인생길

마음 문을 활짝 열어
가슴 속에 새록새록 피어오르는
영원한 사랑의 씨앗을 뿌리며
땀 흘린 고난의 시간들

공유하며 사는 삶인데
꽃을 찾아 사랑 나누는 벌 나비처럼
사랑만으로 행복하게 살아가는
살맛나는 미의 세상 아닌가

훍탕물 속에서도 보란 듯이
자랑스럽게 피어나는 연꽃을 보라
더 아름답게 꽃피우지 않는가
맑고 환한 영혼으로
우리도 아름답게 꽃 피면
이 세상도"
어느 봄날,송정숙,"그대여
어느 봄날
내게 하고 싶은 말이 있거든
돋아나는 봄 잎 하나하나에
편지를 써놓으세요

그대여
어느 봄날
내가 보고 싶거든
봄꽃을 화사한 미소로 
바라보아 주세요

어느 봄날
꽃향기 가득하고
섬진강 물결
매화 향에 취한 달밤이면 
내가 곁에 있음입니다"
봄이다,송정숙,"2월 봄은 
햇살 속 봄을
바람에 실려 나르느라
바쁘다

여기저기
산이며 들에서
나무들이며 작은 풀들이 
두 팔 벌려 안으려 하니

거리를 걸으며
햇살 속 봄을 느끼고
바람 품에 안겨있는 봄을
내 안으로 들이면서, 봄이다"
별빛처럼 고운 눈부신 기억들  어제의 꿈을 맷돌에 넣어  향기만을 만들어 낼 수 있도록,정세일,"별빛처럼 고운 눈부신 기억들
어제의 꿈을 맷돌에 넣어 
향기만을 만들어 낼 수 있도록
이슬비 앞마당
수필과 산문 그리고 노래의 처음에 말한
꽃과 바람은 언어를 알고 있어
그 마음에서 찾아낸
그리움이 꿈을 
아침과 저녁을 해석하여 
한 문장으로 써서 당신의 마음에 남길 수 있습니다
노래와 당신의 마음에
그렇게 때론 부서지는 별빛의 순서만 모아도
그리움을 위해
아침 해는 만들어지고
빛나는 꿈은 찬란한 숲을 세울 수 있는
언제나 변하지 않는
푸른 초원과 언덕에
반딧불 열차를 실어오면
여름이 같이 같이 올수 있도록 
밤하늘엔 천년이나 빛난 별들이 모였습니다. 
그래서 아름다운 날에요
마음에 외로움도 때로는 이렇게
수필과 별이 되어
단 하나의 주제로 아름다워진 
어두움도 밝힐 수 있는 그리움의 시작은
별빛처럼 부서져 만들 수 있는
고요함의 벽돌에게
곱게 순서를 차례대로 놓아두어
여름날
이른 봄이 찾아와도  꽃처럼  새들의 이야기를 들려주고
언제나 푸른 
마음에 주제가 하나쯤은
온유함에게 그리움의 말함을 귀를 기울이겠지요.
그래서 당신의 마음에서
꽃은 별의 고요함을 찾아내
그리움의 순간
혼자 깨어있어야 함은
그것은 어쩌면 태어난 숙명으로 받아들인
두길 에서 만난 서로의 헤어짐도 사랑하게 되겠지요."
혼자 웃는 이유,박종영,"웃음은 우울한 사람에게 필요한 최상의 치료제다

웃으려 해도 남은 웃음이 없다면

웃음이 나를 떠나간 것이다.

 

아름다운 꽃을 바라보고 밝게 웃는 것은

꽃을 받아들이는 달관의 웃음이고,

시의적절하게 표현하는 웃음으로 그 속에는 힘이 있다.

 

웃음에는 전염성이 있어 앞 사람이 웃으면

저절로 따라 웃는 묘방의 안면 근육운동이 생긴다.

 

현실의 무게로 주저앉기 쉬운 시간을

일으켜 세우는 삶의 간절한 웃음,

사람의 웃음이 향기로 기억되는 것은 

내 앞에서 웃고 있는 사람의 눈웃음에서 

나를 즐겁게 함이 비롯되고, 

 

사람의 눈빛으로 기억되는 것은

나와 주고받는 사람의 겸손한 말씀으로

비롯되는 웃음의 간극에서 고된 세상살이는 

나를 즐겁게 맞이하여 웃음으로 치유되는 것,

그게 의 대답이다."
봄이 온다,백원기,"동장군 떠나니 
다리 건너 봄이 오네
낯설게 내리는 봄비
보기만 해도 포근하다

겨우내 눈바람 날리더니
어느새 목련 봉오리 지고
따사한 봄비가 내린다

돌아오는 개선장군
입춘 우수 경칩 춘분
보무도 당당하게
행군나팔 소리에 맞춰
우렁차게 돌아오고 있다"
감시 등,성백군,"새벽, 길나서는 길에
열쇠를 깜박 잊고 동네 출입문까지 왔다가
다시 집으로 돌아가 가지고 나왔다

동네 안 골목마다
이 환하다. 저들은 
하나도 졸지 않고 밤새워 열심히 일하는데
나는 한 십분 손해 본 것 같아
발걸음이 빨라진다

예배 후 집에 오는 길
그새, 동네 안 감시 등은 모두 꺼져있었다
제 할 일 다 하고 편히 쉬는가 했는데
내 집 앞 감시 등 하나가 아직 밝다
고장 났나 하며, 감시 등 밑을 지나가는데
달팽이 한 마리  느릿느릿 길을 가로지른다

얼마나 다행인가
감시 등이 고장 나지 않았었더라면
달팽이는 내 발밑에서 죽었을 텐데
나도 다행이다
십 분 늦었던 것이 행운이었을까, 불운이었을까
믿음대로 된다는 성경 말씀을 의지하며
오늘 하루도 하나님과 동행하는 소망을 가져본다

   1288  05262023"
선물,성백군,"늙고, 아파
자기가 누구인 줄도 모르고
내 품에 안겨있는 아내를 바라보며
아내가 임을 알았습니다.

일찍 첫사랑으로 만나 결혼하여
살림살이 도맡아 주고
늘 잠자리 같이하며 아이들도 키워주고
내 고약한 성질 잘 참아 내고
힘들 때 위로해 주고, 슬플 때 같이 울며,
대가 없이 함께 늙음까지 왔으니
이만하면 알짜배기 선물이지요

젊었을 때는 
부모, 자식, 형제, 지인, 이웃,
사회, 국가, 교회, 직업, 일상이
내 업적인 줄 알았는데
늙어 힘없어 보니 천지만물, 사사건건이 다, 
선물임을 알았습니다.

자고 나면
내일은 또 까맣게 잊어버리고
딴소리할지라도 
오늘은, 잠들기 전까지는 사는 게 다 공짜입니다

감사합니다. 
여호와 하나님 아버지
경배합니다. 찬양합니다. 사랑합니다.

   1287  05212023"
